Set,Uzk_1,Uztwm_1,Uzfwm_1,Rexp_1,Lztwm_1,Uzk_2,Uztwm_2,Uzfwm_2,Rexp_2,Lztwm_2
225,0.139597271,56.10199154,92.10235021,2.112032069,522.424603,0.283563462,232.4117479,94.52162892,2.591680973,158.6246345
226,0.268502254,138.071784,56.40749759,2.889703634,102.3460242,0.879981575,164.9669474,32.26098199,4.344313801,508.9006267
227,0.700318166,180.8973042,19.79670272,2.345480862,413.6609306,1.181880613,52.82374527,62.22706389,3.87363847,140.0466988
228,1.079321736,141.8597495,48.72078092,4.491165909,543.8681451,0.250160134,61.77888043,74.39228816,3.924241308,578.8450216
229,0.851609447,103.8764994,46.49225525,4.084024358,396.9006952,1.36481725,47.70106221,40.20877792,1.529737639,165.0517926
230,0.483254088,205.9313956,50.88719152,1.233601622,776.6085488,0.203944083,64.64618562,29.17600805,4.092947722,327.9333562
231,1.471664077,64.17442305,59.26130386,4.488579409,414.4763992,0.459614819,88.07919514,40.07139156,1.576113383,591.8998975
232,0.76743601,243.1782594,24.13384741,1.609291111,792.5090453,1.495434534,39.57926462,7.278095928,4.866651712,776.9964734
233,0.516560274,236.8259022,11.08189343,1.051803855,199.2920153,1.124856979,57.4012081,36.02713573,1.441635322,220.2393558
234,1.065340258,157.0039932,5.610839101,0.513361427,467.3554109,1.111064599,189.684087,46.74515766,4.494782014,209.3931955
235,1.007140412,183.8817795,71.44635211,2.232600866,573.1016963,0.520656986,182.1344486,16.84365817,0.572154396,205.8887386
236,1.258355329,100.4546374,71.5577293,0.946124757,708.8799688,1.246475516,106.913359,54.37400726,4.547583037,693.1373277
237,0.775391106,92.94755626,31.4138386,1.128558311,779.6771086,0.962149161,210.7157448,69.38810809,4.48657724,619.1940508
238,1.391124711,34.64480264,88.41328713,4.64544996,150.3004536,1.446276153,107.1296653,8.576465654,2.64619202,172.7605579
239,0.312061805,246.5723312,53.23344689,1.460801796,59.72684789,0.333831559,130.7267328,50.60977704,3.124553919,509.7765075
240,0.80878326,91.28231589,49.77420538,1.454428931,532.0790609,0.727315461,73.90011351,26.67345595,1.258115669,602.7183504
241,0.875234151,88.58078553,28.0906596,4.295923919,465.4736308,0.992353866,212.8750208,80.21030592,4.419835703,564.1760235
242,0.936120065,229.3746317,82.90681368,1.442642555,71.40597257,0.211355054,217.6799237,91.48585183,0.570236458,538.6814022
243,0.52774342,210.8258064,19.27411377,2.286681227,795.0132212,1.370058362,43.79341579,51.80523194,2.118986697,50.64398608
244,0.518333576,209.8268203,21.82699223,3.991270646,443.0796974,1.050286338,244.9301871,32.29919488,3.377525695,598.0850823
245,1.483410808,150.8768451,28.42087498,0.750267675,695.238434,1.456744908,123.0705231,45.27692231,0.792667699,449.9410774
246,0.638165325,43.88459196,60.73688436,2.295261467,505.3357107,0.896336624,236.1913779,17.7645233,2.547806388,799.0726978
247,0.699415322,134.1695413,39.51353384,3.906591829,415.7327557,0.530843253,157.0002726,79.60059726,2.57073136,691.7143013
248,0.585400985,88.2462085,25.53510447,4.304590335,539.1025603,0.248856498,65.64555137,20.63118987,2.053200097,644.4978233
249,0.229054812,183.5298098,78.69801614,3.364673994,678.1660012,0.280622036,152.1369529,31.74556163,1.434943736,324.0570544
250,1.131745883,134.6942032,97.06245952,1.652535261,532.8238685,0.648897761,92.52454512,27.7442761,3.627381108,656.0972889
251,0.905129515,78.30750381,21.42606752,3.951747213,272.6922018,1.437966354,181.920499,91.65018206,2.92486592,129.7163807
252,1.101039376,53.96555324,32.46783305,1.577779513,512.0253824,1.296269238,46.90766995,68.92359137,4.391881803,178.6515065
253,0.869554026,77.52604148,59.95068651,1.588774961,794.7063905,0.850713579,145.7303561,67.141122,2.081947315,139.5279581
254,1.046265821,235.39525,51.61169115,3.42533462,615.6101289,1.421792266,79.5579235,85.17111344,4.531998302,373.2057408
255,0.356900857,244.2639157,5.78164567,2.436118177,459.5316692,1.393605212,244.1623127,74.85392575,1.911025059,48.27488926
256,0.221737185,181.9471086,51.35791349,2.803006185,37.23593451,0.173324792,31.97560296,35.30095594,1.303602347,127.2736389
257,1.051739472,133.5145634,50.2742671,2.363900862,224.1269567,0.442798344,175.0126051,43.91316791,3.535455213,96.91423571
258,0.759395616,146.3252017,77.28941303,3.653971555,185.7625522,1.286202816,62.08341154,14.35232379,4.52606337,173.5500473
259,1.187081568,243.8514204,40.88397736,0.738508623,403.5085307,0.780484536,53.3729448,55.99065967,2.535353456,197.4447672
260,0.369428598,218.7392479,73.36058856,3.580680113,707.0309244,1.220123099,171.0336402,63.47069508,4.759953885,493.3735289
261,1.399099205,84.35846792,94.63273135,3.631675664,563.0038845,0.891293212,212.0466265,82.44171679,4.698267983,780.0247971
262,0.491257039,167.1152021,18.94797321,1.246863153,620.9240364,0.809956708,155.8469592,93.249154,4.222810926,314.950743
263,0.957118745,200.8967928,89.28111364,3.246721204,40.70275896,1.268580689,123.9018151,16.12014772,4.393598414,154.438043
264,0.235705875,184.8081747,92.81709261,1.004737301,502.5052118,0.942939902,109.420153,90.69814548,1.201363798,121.0998878
265,0.463509271,50.44663633,70.1639864,4.753850852,754.7381463,0.938846276,168.9200702,67.83489659,1.626193744,345.2902698
266,0.833669884,79.892046,73.84574289,4.072272549,658.8792701,1.189181563,191.6052382,46.8857951,2.887443393,511.0328399
267,0.508779455,77.35246432,31.70776364,2.240402621,123.4708256,1.343608599,207.0479827,62.70080679,1.367248138,250.1937381
268,0.365320161,31.56753493,69.98321063,0.849380856,48.02154195,0.226474238,132.9736851,20.75493705,0.997472877,253.7451202
269,0.221600374,209.3865084,96.55346676,2.079531382,511.2319304,1.025871606,130.118597,57.63331519,1.062798689,50.08121043
270,0.576240051,168.5080314,88.90145621,3.472814413,520.4204412,1.358039379,117.2766851,39.26041851,4.46963006,158.4071812
271,0.264145129,241.6375781,84.13863173,0.910893427,133.1122042,0.42683035,165.7541061,96.30391867,3.579154168,335.3933152
272,1.08640586,205.1364059,89.71412587,4.577789637,267.096279,1.003581951,81.14175202,89.86448673,1.771911813,256.8973266
273,1.260036065,70.07332323,3.032317004,3.915712768,692.748881,1.095856611,182.7851043,17.15894442,2.577876235,448.3347176
274,0.609847157,153.962738,41.85149151,2.401490587,50.28405804,0.481353162,108.536805,45.40504733,3.016827285,525.6026023
275,1.333441239,237.976718,90.25496881,1.448452351,597.1545724,0.795363272,44.82519538,83.32768711,0.742081185,507.892896
276,1.274531455,214.1772397,90.56540248,4.63358367,668.0067678,1.032912056,81.63588187,21.12898895,2.066799277,298.9418253
277,0.259577348,92.32913321,3.588329866,3.039977242,404.7791227,0.390308938,170.7816124,35.40601529,2.146824367,626.1066933
278,0.66612582,218.114107,14.85144082,3.120787432,286.2969327,0.705665921,199.085152,79.90879448,3.890449879,534.9995261
279,0.470269024,225.9551089,8.275646911,0.63346617,178.0463023,0.203540293,49.77251316,96.64183953,4.029568754,41.07792292
280,1.060279922,106.561468,30.18704742,2.68294222,770.5209211,1.315766386,218.5148095,75.02231178,4.452850779,596.8766694
281,1.333155444,81.56971854,91.84707548,1.880119693,273.0756318,1.137000496,217.0605205,25.32527167,1.265021131,553.0485011
282,0.170721405,209.4123051,95.08499174,2.029276255,269.1123126,0.325465712,180.0072938,28.16280052,1.759180026,457.2623408
283,1.412344224,240.8181745,46.23638925,3.026164019,292.4374036,0.87733078,89.99958297,91.37883862,0.594318863,33.9621634
284,1.365736315,148.7436703,24.84975136,4.844537165,202.8566258,0.295716649,239.4554076,25.60990509,2.091378767,520.1067457
285,1.183625118,55.45903877,16.69713194,4.8108549,383.7176808,0.44678979,143.8912697,60.94434642,0.733608294,226.3517337
286,1.297220277,136.8510527,3.949032232,4.74647471,83.52669191,1.410862398,81.89721715,52.20012001,1.822105109,546.8153801
287,0.88122972,63.37726838,62.31152259,0.718923539,139.2603512,0.289178248,96.47447469,3.259046456,0.678353812,53.20725946
288,0.329837803,51.30923608,18.9017032,2.085472093,320.6189193,0.549601273,100.6985423,85.56398277,1.54408615,79.6852997
289,1.015761832,63.73479951,14.65830072,3.315640367,570.9210316,1.333987702,144.8484893,3.109093174,4.885260087,194.5379613
290,1.166722334,73.41755087,56.46903299,4.550276296,233.2558564,0.434376922,213.3831314,65.7449568,0.929788332,246.2684226
291,0.253619318,90.62296304,26.6632743,2.628480198,314.7811253,0.915954031,170.3828218,82.86861816,0.623014896,171.1205815
292,0.32466532,47.4893875,68.76352291,1.779181245,210.2829935,0.141165181,74.52714828,95.33443087,1.967583929,692.3206963
293,1.395712527,119.9522005,92.53087128,3.107975168,411.0241011,0.253018313,140.0670724,65.38307965,4.993941919,201.7028922
294,0.165902864,54.5981604,66.31140588,4.437690441,706.0504941,0.855155501,98.22362291,66.61085654,3.882768071,397.195421
295,0.323339841,192.5502831,5.718842134,1.072356526,702.033593,0.632610122,156.7514055,59.25721899,2.7873061,663.8026136
296,0.962085134,107.2578762,58.77278677,1.615179706,413.3035138,1.390307904,112.8675485,4.728857171,3.412259877,715.2234418
297,0.828481115,225.1794927,22.31526531,3.783567964,164.8883244,0.36002194,116.0553689,79.76434674,0.805464763,534.0434264
298,0.864536084,203.4139226,86.38308015,3.368150128,786.2241591,0.543677152,75.16573643,37.88725234,2.984461554,543.6566919
299,0.478803867,160.4294477,69.01146874,2.161363321,723.8774746,0.431881769,151.0694763,57.87126029,4.500059994,541.4010187
300,1.204441988,215.4443779,83.57151347,1.812635838,730.6205453,0.727666217,231.3132171,36.85823259,3.802353464,257.7881201
301,0.36105132,169.9980494,91.39073144,3.719286485,174.5746478,0.307018206,148.716884,43.398414,1.404266506,757.3537374
302,0.921226403,238.9300368,6.31935808,1.831356916,200.982247,0.42311521,109.780233,20.19869826,3.253487827,431.027493
303,0.81644027,120.7773828,6.50069438,1.438991463,523.9149289,0.153925694,219.982477,63.795106,3.326699228,88.02413328
304,1.374772676,120.5943813,13.22844432,3.899718067,96.91786391,1.235900334,104.7291586,50.44805106,1.61108012,394.6452105
305,0.729170256,182.5677848,42.53010976,4.374180143,534.3520989,1.473744249,105.8145613,97.40672963,2.681772489,303.6425515
306,1.063074004,59.90109967,59.7483198,3.54036553,275.9784917,0.414542107,236.643606,92.48446878,2.322948924,439.4996121
307,1.132358334,124.5984486,25.03051412,3.796170004,578.2155519,1.181356327,150.0887352,96.94648284,1.107897099,246.9483581
308,0.210672264,99.90983399,26.47842547,4.298549184,702.6521334,1.144887893,78.27787761,64.77290842,1.858470072,634.6154152
309,0.9892992,140.483222,82.31123296,1.377755073,145.9864458,1.023890504,48.60700262,68.56920274,3.232514744,303.8103339
310,1.28775356,144.0886503,24.0515044,2.144303336,494.1920482,0.312253737,113.0193295,22.23689772,2.974579496,361.9910394
311,1.026665583,121.4074284,55.35376761,1.142209943,375.1554117,0.872581789,175.4550658,91.14234407,0.966472031,300.1366923
312,0.233117214,82.86969716,31.828443,3.842932867,774.6067842,0.148958041,196.2033106,67.75246294,2.757111315,764.3178021
313,0.284432654,207.8866979,78.99173184,4.958894984,290.9249354,0.968966508,38.18507849,90.35890453,0.922389388,123.950398
314,1.063930065,53.28570618,34.43796812,1.13602099,745.7243155,1.428320529,47.51332569,59.41301328,4.910792554,491.538448
315,0.73846354,145.4865073,84.66669973,4.480572823,255.3499036,1.467603384,215.9492714,24.00565344,4.990558781,653.6914502
316,0.448390003,68.57990684,26.76070656,1.803863242,422.3763909,0.398130763,149.0452284,24.58212227,1.009753162,80.41551438
317,0.500384926,57.90163198,66.50752653,3.375007779,503.8766856,0.367567817,131.3877345,47.7696823,0.886346054,783.6157119
318,0.990190872,98.49894954,84.53810983,2.461536321,789.5402187,1.025049776,61.96000926,37.5079071,1.712545911,561.1383929
319,0.82219607,216.5414275,55.25088027,3.08152844,514.4893277,0.25599698,137.7058531,77.10541679,1.953132627,781.7249682
320,1.247236496,122.5147685,29.45965848,2.205997072,688.1393872,1.149900388,216.9115559,11.7247702,3.369578322,580.9069888
321,0.885602169,65.80768461,63.78182464,4.013457031,655.3777562,1.206891064,52.31005883,97.56091201,3.290683895,587.0573148
322,0.650056506,243.6196392,64.56701552,2.546674469,366.7716292,1.200586544,113.4117478,46.51780351,3.917652117,262.8304372
323,0.441640502,207.516593,43.65501948,3.931800202,322.045737,1.288739074,234.202923,49.90685698,3.450954024,58.53443837
324,1.03808263,48.76139256,56.67999013,3.695037864,720.5285572,0.749289484,96.82986234,20.57863764,3.991531548,683.1786068
325,1.043912575,129.9032224,29.5438384,0.565074014,249.4596214,1.356393386,146.8578796,75.17466773,2.808373078,725.3301708
326,0.363753109,162.8561417,56.84012465,4.212427858,645.5967455,0.216412024,70.27929314,25.88355157,4.113137236,339.2968381
327,1.341741467,195.1070707,44.4483269,3.296149458,626.5157803,1.039190233,84.11808879,70.14586511,1.047769275,665.996795
328,1.033264846,101.6782027,59.92992283,3.403261914,434.1483559,0.507574046,164.6423493,28.31919836,3.488354485,298.2997948
329,0.725317869,97.61667343,99.6527608,1.759215065,218.501736,0.490432547,239.6036203,40.90266119,3.172933935,411.6345615
330,1.135138377,68.39495361,77.43732413,3.05533828,326.1908497,0.927578613,240.388286,71.8059068,2.020666664,745.8025642
331,0.185084528,152.1765472,58.97950267,4.710355216,417.3948151,1.217382109,222.3585144,4.244973565,3.317867023,704.4931117
332,0.806309827,57.37647314,65.4289503,4.285353161,506.1901794,1.313048596,173.7491658,8.357336863,4.107565847,755.1925828
333,1.011652644,33.74399443,80.70675217,2.995358357,765.0529333,0.765568722,187.7483056,79.36906929,1.605374125,454.6835775
334,1.224987657,78.59029401,79.10120361,2.108183634,555.7591731,1.019454683,137.4396061,75.82852486,1.719532562,511.4550273
335,0.450301546,176.8861296,54.72182501,4.917316088,533.2681538,0.96493777,31.15885709,56.26263828,1.730175719,584.7216564
336,0.846031961,218.9918054,7.114159827,1.939476279,674.0504114,0.889521364,95.08224704,53.44376415,1.384866516,91.11887931
337,0.675675988,156.6936984,41.24746673,1.017529396,617.7365965,0.436764923,65.81861321,4.410458281,2.92906074,353.3546515
338,0.703812141,195.4323725,77.64334433,0.654441553,62.71384744,0.242687116,179.3157064,80.19842963,3.555105235,105.1922648
339,0.65462356,39.17647926,28.19656514,1.844583534,688.9220674,0.456690596,89.72760676,54.56986685,4.818114263,758.5731652
340,0.384308084,132.8645697,62.75589776,2.690204688,189.0331475,0.396668869,230.151629,63.23250991,3.923265109,68.21446183
341,0.503030261,102.7980447,86.98026733,3.131815625,508.0714704,0.936037106,141.9650536,89.14402645,4.372681185,740.8380058
342,0.171424225,150.2165224,56.09848091,4.025940506,109.0570134,0.996134836,233.2870242,90.03721537,1.935506026,222.4191806
343,0.501164116,43.97263963,90.95841171,2.325302713,790.4416679,0.187576234,183.7807459,10.25789614,3.147428249,224.512374
344,0.475344626,35.74141935,65.82325351,1.702667079,679.3189961,1.187315131,230.8052812,53.911911,0.581499317,600.1085543
345,0.789161404,38.0469884,33.86865165,2.138042834,306.5658191,0.191339996,135.5797204,71.41912402,4.728315741,610.4549975
346,1.041795989,149.2199006,74.89136167,2.195438587,674.9433639,0.751160835,56.9793789,6.250207002,2.016436335,610.5238331
347,1.08484915,37.58152136,50.47074858,0.638954422,278.0404414,0.689088973,35.69053824,35.60333631,1.173138609,306.9632112
348,0.976370684,192.1884751,10.53574737,3.207562962,447.7020042,1.035363409,74.13291555,73.0402318,2.276422735,749.4988329
349,1.220259097,93.10973142,49.8867802,1.708435621,755.0908577,0.236328953,62.95986609,23.91090686,4.357071367,127.8249839
350,1.008595456,157.4887776,13.68764543,0.55008314,751.5805994,0.15719754,76.67555266,21.69188981,3.592187905,109.4407238
351,1.485651061,180.4649016,64.05868361,1.954367243,451.0275885,0.680155324,155.0758256,36.10777189,2.151832696,532.7774517
352,0.659747441,154.6167594,17.3931374,3.033403287,107.2538103,0.837128999,80.82615349,42.28931091,1.826368225,699.6141759
353,1.121290379,225.4675035,94.69836799,4.963565216,233.9978433,0.416036947,122.5425608,84.49027965,3.908220328,688.5357806
354,1.208468264,229.1039396,46.4244913,1.768323206,312.053016,1.004235577,37.20744874,51.22207587,2.18197288,624.6257241
355,0.575665775,53.66140975,11.263882,2.873963487,128.5381506,0.994034851,63.62724736,54.64382188,4.474252311,573.0264239
356,0.532648311,229.6970925,92.94843672,2.722153272,646.4687256,1.186777502,100.0072422,16.94510633,3.852223657,438.1788795
357,0.880326407,171.7824492,41.9701447,4.336801364,39.04141049,0.849796258,234.9837925,45.08972566,4.209592983,556.2184279
358,0.918380492,228.7515777,83.6950811,2.866402378,465.0000796,0.558798133,208.4408587,72.14317877,0.894397217,708.2189266
359,0.678515536,84.2980485,68.20332608,1.674842198,651.319116,0.500760664,93.33232377,66.90772605,4.409160631,272.3819033
360,1.493912354,233.9657192,29.12488002,2.523245353,131.51111,0.813323944,33.31242728,52.50946252,3.699845297,635.4901801
361,0.925996567,191.4247985,20.56014155,2.819058055,386.4216593,0.957585847,62.60253925,48.5736801,1.205623343,241.5963356
362,1.352521084,37.49321358,79.98915992,3.623668095,613.4525193,1.350358118,132.4403289,94.44535299,1.213492874,301.4907249
363,1.212630022,69.6683434,45.45662435,4.327459826,336.1800012,0.644896163,238.045926,9.570765968,4.787427149,199.2556131
364,0.539489658,137.3272293,52.80379536,4.056600686,145.7621018,1.253253227,149.7227761,97.17062515,0.681381826,284.0173692
365,0.561235539,47.97961092,60.35281285,4.408263414,111.4187624,0.986673163,196.4984003,35.92630613,1.539468695,69.57355674
366,0.182588503,122.9550489,15.03243732,1.892903894,379.1251694,0.3522435,30.7074379,32.17388647,4.14014923,434.3870095
367,0.836443915,90.44025984,61.53083713,2.267755867,605.1147961,0.23118673,73.76554893,15.8512048,2.029121501,92.41444223
368,0.838043946,136.2232641,54.92572655,3.519221772,362.7488674,0.187369971,124.3420272,65.80412217,0.723490545,315.3745295
369,0.2109827,102.4510173,88.67439875,3.561568746,125.3902314,1.115416791,32.32225587,59.0571434,1.29582953,595.3299231
370,0.276999593,41.57495074,81.71686061,3.754732928,307.9840704,0.208587546,91.13877482,30.83550427,2.251183016,387.4175391
371,1.306124742,213.4614118,76.2496426,4.94340268,196.5654221,0.919353074,238.9178472,20.87128044,1.166438775,716.9939329
372,0.867284957,247.9713531,11.95472272,4.14416855,86.67108475,1.424546304,181.1000349,68.05976485,4.26795144,471.2340539
373,0.571055756,67.93621234,57.78639133,1.622239982,266.5132524,1.385812985,186.0362774,47.50941964,2.349433208,626.8311454
374,1.141026161,149.0003443,14.82706641,2.404344247,448.9038983,0.17539378,241.3184955,80.80816103,4.198686473,337.6710223
375,1.311351803,232.8443007,50.66436087,1.3899721,98.17503664,0.581273447,42.51232823,14.56942965,4.293433057,206.5452469
376,0.81083563,187.4872679,78.52290999,1.366764282,398.4338259,1.100289091,170.721377,55.49233784,4.584089871,117.9755381
377,1.343260338,124.8109361,64.99676529,1.421917585,590.0403542,0.503440855,191.1008246,19.42901314,1.787600958,230.5672349
378,0.17903261,171.1605073,16.96411521,2.964623255,612.6181862,0.846281836,87.06471855,30.56710052,1.082134973,320.0417812
379,1.475154352,137.9412507,81.1535327,4.467747276,132.446313,0.876344335,209.941408,50.95949516,1.890863827,348.8208326
380,0.2197384,219.9705558,93.14861414,4.343253666,166.3705735,0.906080669,140.510856,44.49781279,3.443366356,343.5932741
381,0.988598632,166.5698029,31.01949324,1.857555624,739.8050477,1.418571409,92.75287823,72.90592613,3.602692778,237.727756
382,0.622885151,162.1664157,32.19908583,2.542186332,600.1146215,0.326491592,246.2144561,14.50222903,3.248210729,604.6102523
383,0.218619315,247.461519,13.54194132,2.787236172,588.3007931,0.590458876,106.0742247,27.0141761,3.445108741,313.9626273
384,0.116646714,195.9402647,52.51270471,2.626855429,383.1124068,1.074852496,215.5846691,14.98175962,1.465694833,227.3738711
385,1.336526952,151.2477837,91.07243826,3.416382242,190.4954297,1.408407219,210.9420699,67.24656576,3.537838398,38.17805732
386,0.821633385,166.9624439,32.16187556,1.36439715,579.9371349,0.150484173,72.47320762,15.40723207,1.557652204,537.054627
387,1.480115121,76.92402495,74.2059601,1.32213725,609.8309801,0.660136679,132.5207337,29.81193635,4.023545014,347.4170352
388,0.192642243,49.80741756,94.17733923,0.995287402,452.5250198,0.297188856,191.8768953,91.28227349,1.569922944,797.0181652
389,0.580881909,182.4430803,23.47607469,2.317229484,408.0913318,0.90239701,133.2250288,97.32572047,2.644039567,145.0651821
390,1.481579995,190.8855619,23.07057942,4.352429964,318.8929381,0.808959372,181.0322913,10.16813886,3.219824249,204.1557329
391,0.385727969,99.33786341,38.48195362,2.699920362,84.77326552,0.444052621,33.11665313,88.15169555,1.079411766,572.8094651
392,0.132244026,233.2986176,92.37530422,4.460487081,435.789069,1.451430281,221.4800292,54.30620102,3.362366433,113.726273
393,0.603182382,222.9151381,60.86913464,2.800474016,581.2121607,1.233798072,73.37270759,78.48776062,3.796461233,444.2042359
394,1.454035599,101.469626,72.6544687,3.531204887,488.2344475,0.593354568,94.0151197,46.18791846,4.605330949,765.8323277
395,0.733120408,104.3238848,8.199323642,3.069074297,341.2747206,1.116059472,110.4053509,73.82967674,3.283213208,420.3812569
396,0.190680928,36.37910554,94.34076839,3.187667446,57.33513219,0.572595491,98.99856092,47.32702552,3.183992037,188.5268762
397,0.145813917,60.13010477,22.22661262,4.525112005,204.16079,1.31890019,158.0233134,43.1474169,2.527517079,93.68375264
398,0.442346893,245.8366076,44.05270291,2.998541795,105.6020367,0.663562737,116.7894908,78.13511894,4.800073055,208.2609498
399,0.690386229,112.7064852,67.55778886,2.676671,64.28855492,1.294858774,167.4251453,29.97462126,3.210601478,380.0660807
400,1.147832777,207.9116625,75.11144012,1.665361817,263.2960226,0.419396884,201.4727865,14.08522242,2.584551357,687.4073011
401,1.476256757,179.0641775,27.04944044,3.21870041,97.53336948,0.822048411,243.9729804,43.63329431,2.339103563,738.7588739
402,1.165226728,216.3116871,45.79426667,3.350487675,671.7160181,0.342650609,153.2794558,36.94272202,2.334984944,650.3035207
403,0.774779967,190.391375,24.47654166,4.159031495,711.5239483,0.570449786,49.72795848,33.93783909,3.32268028,189.6994559
404,1.113231422,94.86639638,86.85162508,1.969722786,738.8690734,0.741961922,200.7978686,57.20017861,0.777531985,743.2372156
405,0.188510853,220.3676812,36.55764512,1.583726474,529.9789603,1.009499212,156.2796166,48.04984263,3.342574883,213.1138934
406,0.932421781,32.93592508,61.15373743,0.580000177,398.894301,0.588279947,51.16822028,69.66492104,1.224261151,181.6869788
407,1.211278686,134.5919939,20.04982141,2.53550969,734.4735974,1.387358448,233.0864565,22.98032688,2.971848294,258.6620621
408,0.669181803,113.0493794,93.72406721,1.596203789,420.3564855,0.884244568,111.4332425,67.12351894,3.273395411,342.2649362
409,0.653449096,127.2491234,80.97483031,3.477711628,368.539238,0.111401431,75.36973743,12.02201634,4.314487627,169.254765
410,0.295834228,112.2476137,26.49459548,4.086141907,187.9724815,1.269877014,175.6869123,23.5993009,3.144932685,75.93415053
411,1.361961812,73.00747774,93.6429244,1.381635099,262.8583924,0.563330827,208.1320887,63.0803962,3.84851834,383.5428745
412,1.368832712,131.2951273,21.68046158,2.505229956,518.2875168,0.534052955,122.6232691,32.65111792,1.01079633,674.9199859
413,0.241126395,127.6547282,96.05398108,2.202133768,257.0964588,0.729138452,78.37081479,90.8078186,3.077419535,251.3098555
414,0.120337916,108.5078972,13.38734353,4.208370743,660.8276872,1.485169987,38.9639468,88.23971431,3.886150056,496.5310935
415,1.35007713,105.0133572,30.94383463,3.152058798,709.7083301,1.292889299,71.06801509,98.99866542,1.829433725,789.363087
416,0.934152422,177.3438998,44.60099903,0.923717182,271.8989748,0.199062503,82.57810592,34.50640565,2.072870862,577.6427146
417,0.744886132,89.40484739,65.27311272,4.821514244,282.7190272,1.227762064,223.8839552,33.07175861,2.014889489,433.0598862
418,1.284882501,192.8343456,38.69344323,1.909260946,472.8332036,0.690850369,190.8943677,5.715979691,2.816658613,454.0628952
419,0.998592154,204.2029253,27.21839787,4.738355225,387.2089301,0.272776946,126.6017708,67.68035913,4.46708625,242.9719749
420,0.791755985,164.7661697,54.18451575,2.066041384,148.4175542,1.078829115,87.89359571,80.52433351,1.78721811,161.9425923
421,1.142780229,193.133373,32.78527565,4.727697334,319.6622403,0.347113137,72.54247887,8.967485256,4.00690382,301.3538082
422,0.818798199,161.390127,36.46849201,1.359697731,529.2798476,0.814563681,213.0895775,87.61951506,2.15718889,361.3466273
423,0.909627105,150.3963027,99.0165076,4.719064511,345.4451974,0.823813949,219.8925361,41.20063376,3.159063725,422.5646565
424,0.720722952,181.6251958,96.36112704,3.394148565,700.2996325,0.357211294,172.4178258,5.5110884,2.667090306,135.619028
425,1.099129633,105.8775392,67.84152912,3.73672411,560.4615965,0.708984003,235.9261862,5.071902569,4.147787383,279.1752356
426,1.243500583,214.785598,10.94787157,3.563731077,582.0845209,1.267093973,200.8982629,77.5812734,0.549708606,762.726693
427,0.505307921,194.247727,74.97865481,1.755671432,114.0922085,0.123075827,33.50900991,26.47963034,1.052953786,565.9253558
428,0.9038123,149.7826927,85.80250901,3.011054845,463.1413244,0.341274836,40.03081101,34.97455115,1.748891733,66.17153679
429,0.115895514,248.5523038,31.43650556,4.28325994,368.3373622,1.275489061,231.2226361,35.3436935,3.392633705,459.8986237
430,1.182652207,95.88755466,49.60500969,0.829702877,360.5519323,0.661241552,143.4226593,35.72479086,2.846876871,489.3477542
431,0.101967573,136.5076441,87.49228572,3.278508274,548.4923362,0.697209436,193.7815729,45.23255109,0.859270574,196.4482213
432,1.4249428,83.40703147,78.64993728,3.938931376,498.4160605,1.209854295,186.7819618,10.66005932,2.834881434,767.6606
433,1.455803701,163.3088741,44.90586305,1.793071317,206.1691775,0.910446013,40.26171994,45.85953874,2.060595507,279.9956347
434,0.848739803,55.6109684,48.25145848,2.976085499,554.5511988,1.441258435,102.1754324,24.66175518,2.361695275,698.3000575
435,0.62081125,30.78275576,80.8326717,4.273180273,150.357251,0.403837448,166.1710306,58.71237143,3.028408797,111.1633266
436,0.508937078,154.285864,99.08258214,0.873943597,588.7965119,0.682625825,114.4196044,73.17612999,1.500029766,393.4208274
437,0.408078402,56.51947555,39.70110286,2.619514654,503.0154392,0.168716785,135.0392335,90.11191456,3.816307168,425.2692229
438,0.350506334,141.525175,99.41088401,3.154328962,81.10762118,0.714299979,244.7783458,49.22498454,4.462035065,74.2648401
439,0.843848285,129.4978053,52.67069746,1.933216256,284.0653799,0.620546516,160.1204411,59.92198889,3.270090323,551.5853651
440,0.481141134,32.65704892,63.93758038,2.070931006,496.7672436,0.821762691,227.4145807,74.45568578,2.42082007,131.0386852
441,0.60750645,209.0946745,51.49485467,4.482160167,250.1528409,1.156599589,224.6371484,13.30171923,3.936089401,768.378614
442,1.084331212,116.844018,43.78031984,1.056288744,683.571764,0.279717083,216.5806936,70.20255771,3.600716559,45.61624827
443,1.01775811,142.5413099,20.99595521,4.105875763,96.03534859,0.598085924,177.5093208,62.99244877,0.652020671,97.74726542
444,0.287917666,203.7838606,68.14233088,4.640166529,765.8040227,0.566891574,216.4810099,52.55870621,0.951816715,686.5964745
445,0.740684525,165.1799131,97.78941724,1.93163784,370.2794825,1.106221471,134.6203145,3.953374328,2.688781063,310.952757
446,1.087222959,118.3091571,12.76820677,3.910471412,643.9984942,0.155872742,98.84682749,9.151569239,3.074096829,104.2595443
447,0.863586543,74.28640125,69.79640646,2.649209713,743.6595423,0.922747375,173.4578328,7.792945896,2.800563671,784.5007158
448,0.332068461,120.1460231,74.427047,4.473231696,174.124751,1.018424302,170.1088606,20.25596482,0.905416174,636.5707784
449,0.538422394,85.94323692,42.93263779,2.645190928,769.721624,1.320607569,206.6877734,30.54685512,2.750123622,402.4117357
